	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
M00275  PTS system, cellobiose-specific II component	-1.10483746696161	-0.302491062990204	-0.633472877350955	-0.64364653858032	-0.160407455954913	-1.90046598550726	-0.0537334200911719	-1.39372034604343	-1.62360225161146	-1.05724222896342	-1.6486220647346	0.223936445510594	-0.883623565937355	-0.269458880382091	-1.2388310188868	-0.808892906836471	-0.699541971191473	-1.07294845000242	-1.60229490711196	-2.0288950260978	-0.543665151560172	-0.676878606496861	-0.115914245152954	-0.733729203308114	-0.168006739089705	-1.11927804825848	-1.16122881059365	-1.02513194577188	-0.107114725954354	-0.228612315713328	-0.163962618771996	-1.11151463065505
M00276  PTS system, mannose-specific II component	0.079382244809599	-1.14235034329202	0.667334120947354	0.458632099975779	-0.379180775719931	-0.202193167817613	-0.544460277088321	0.331668805795615	-0.714055083567211	-0.472089195600153	-0.064166479225979	-1.04402961778767	-0.0307450250207705	0.170586047879529	0.690842168824201	0.955243094574028	-0.806788252592697	-0.326785355525039	-1.90249494342878	-0.290636298472538	-0.274852084360926	-0.967923649000969	-0.201654396287559	-0.454523829603991	1.3349545792271	-0.680231864035042	0.327057308097013	-0.618225682279831	-0.564513156086084	-0.0261658279722976	0.342320737951496	-1.1764909372704
M00279  PTS system, galactitol-specific II component	0.928316926189361	0.424550685954251	1.53424771259642	1.3216915366381	0.456436315403088	0.955982382945705	1.30423722153751	1.09549345029278	2.00330176879749	0.751488287880496	1.14218877199445	0.30853873758442	-0.120072978082826	1.16709597313701	0.591892874769158	1.78122224390481	2.26611583289032	1.26666930035488	1.66333217974714	3.25006312605971	1.62917790870107	0.77493999788628	0.0301931542230908	0.799356740855806	-0.75171838067089	3.41099201845511	0.0931855606125703	1.09857765278294	0.313040396315475	2.22066836391696	1.22051581631502	2.60031037245471
M00280  PTS system, glucitol/sorbitol-specific II component	-6.36631333429457	-4.45700235082221	-4.55259805729914	-3.77954685249039	-5.75742418826528	-5.21672850468667	-5.97060934231613	-6.23319686408028	-6.1627336189606	-6.13069521608015	-6.10093678837212	-5.26394268284659	-4.15711569762405	-3.71151651754444	-4.86860567142321	-6.55113640170529	-5.35267581667691	-5.28634015891484	-5.25554268142536	-5.93611554421277	-4.82563587149435	-6.20761081976983	-4.80490759236174	-4.87842217861031	-3.67415275665249	-6.51318204598587	-5.98989272242714	-5.90619200332111	-3.95043042764415	-5.70874619746353	-3.72717119064902	-3.57232124899829
M00281  PTS system, lactose-specific II component	-8.39714382476905	-6.76676895813421	-5.93631358586552	-9.08218395403064	-8.68183452000251	-7.6817071928642	-7.81109425886129	-7.61512611629915	-7.85431582244752	-6.94545396312272	-7.76300107714211	-8.65907872427708	-8.24324671681432	-7.45281537254277	-7.880553144639	-6.41401719278649	-7.94976737248079	-6.63997501529739	-8.46942272088636	-10.2714200250134	-7.47922218270839	-7.41580863020722	-5.80048383817631	-6.67745738378551	-7.91630495522425	-8.51481176033725	-7.74609165351191	-8.50295037395838	-6.36950932542729	-8.36952027534974	-8.53047115979007	-10.7435740168921
M00283  PTS system, ascorbate-specific II component	-4.09347286603836	-2.69811102832872	-2.68805052993622	-3.21065493194012	-2.01564274004251	-2.54231232159508	-3.22241419682715	-4.05813588121183	-3.30532475274008	-1.88440669994836	-3.41176154810517	-0.672055344293199	-4.02981443748995	-0.812210209974019	-2.3455309707412	-3.53986796150437	-3.98172045031242	-3.6894754640449	-2.8343631322985	-2.80233495121436	-2.66652907401501	-4.50984175692414	-2.285399667547	-2.53253570876753	-1.44318460975789	-3.13109868158804	-2.94437043101051	-4.04821415217968	-1.61237895391324	-0.316027521084158	-2.81123867321309	-1.64905412890817
M00287  PTS system, galactosamine-specific II component	-2.19249056529096	-2.59214225821398	-1.27151019132898	-0.986538038998412	-1.20348675464424	-1.98382003507937	-3.08841045339924	-2.82947170213666	-2.69886755894153	-2.10041018063026	-2.53439867565431	-2.50323462892098	-1.23427871398025	-0.748903118911575	-2.3154904275433	-2.48060209403605	-3.57711379582187	-2.48112894662861	-3.75589605406543	-2.57280050925558	-1.8127932695565	-3.48171338448117	-2.61076012521321	-1.65895564839115	-1.03700994296345	-3.06636769365705	-1.69920180115521	-3.99339447994355	-2.45045675953705	-1.11572893227095	-1.77341061401945	-3.42199029486621
M00299  Spermidine/putrescine transport system	2.14954957657524	3.20276155151064	2.9146275900072	2.89942585910785	2.75667778420748	1.98662820968103	3.39017017711895	3.58588235290727	3.66659393285238	2.49921360631116	2.06141047532076	1.94956463292702	2.46240007682899	3.07515421159361	2.2726636697649	3.03580743227757	3.65897050097034	2.83551999546017	2.78968293377599	2.13941087234742	3.19203160495455	3.07516428778205	2.52175669296803	2.79050235370523	1.2424494103068	2.33305351862678	2.86487929797596	2.66698444804585	2.25002451717268	1.96833494452513	3.16126970638453	3.99287720487134
M00300  Putrescine transport system	2.56704510385835	1.48360481411472	-1.01718116680799	1.33110715058067	0.113125210543272	1.0289077269775	1.79999501386697	1.89758019809137	1.13073193868045	0.949767358865212	0.350157816691292	1.09376603811985	0.16071941733667	0.159312893915339	1.34074898098877	1.80456254892126	2.2158680933555	1.35342470526724	1.95871415899846	1.23033558134853	1.38673967055496	1.55557580507867	1.82371535348354	1.00117062031596	0.728438766230633	-1.0133870079839	1.5763027761196	1.08911481668495	1.33492755667697	-1.4234281419711	1.50341484183239	1.84794564520216
M00302  2-Aminoethylphosphonate transport system	-0.981361419252865	0.279224648892379	-2.00281931336812	-2.76178679846121	0.77899602071638	-0.435990601990611	-1.61211695666259	-0.968378936392599	-1.03688054725098	-1.80858934490197	-0.378093242865878	-1.17240084854661	0.141288516806262	-1.25013690016487	0.387453840657013	-1.23486606971208	-3.67054359838292	-2.72312486312876	-1.00635718583676	-2.26105598851329	-0.94506207572484	-0.869656846741204	-1.79741809283693	0.523184304760176	0.460013185950046	-1.61710850936131	0.527752822175356	-0.457144648858819	-2.49280193509728	-2.55340109196269	-3.38622963615427	-2.61953865406378
M00303  PTS system, N-acetylmuramic acid-specific II component	-1.8208042258723	-2.6825164401758	-1.22863135266822	-1.63827142552579	-1.20155202740391	-1.48220461173356	-2.6716256719689	-2.51445882922244	-2.26091581773849	-2.62922495858084	-3.10410594737297	-1.61163743730932	-1.77924246178397	-3.43506005428135	-1.31974717583326	-3.25928818748202	-1.86782913082483	-1.70296013025945	-2.04672993603208	-2.43593104640975	-0.820953078759417	-2.34747135182313	-3.34319496808303	-2.70298901156294	-0.534297218323262	-2.59212831563563	-0.916157400138752	-3.10619810003544	-2.88674881311575	-1.59284675575715	-0.903797541913894	-3.1099877740353
M00304  PTS system, fructose-specific II component	-4.34055104763011	-3.73153870665203	-2.81111089604613	-4.26008359673592	-3.80128200782157	-4.47637758911643	-3.32315984291131	-4.63534186201416	-4.46015530783049	-2.47038079774631	-3.52854368841466	-3.83821888591211	-3.40264630244142	-2.55260409975028	-3.16137238473886	-4.14491373048012	-5.24760096545633	-4.17810175341519	-4.95262042524426	-5.14922101797567	-4.16482659232476	-4.41955970560618	-2.44264743079182	-2.71919425423563	-2.83587529968366	-5.46953900678382	-3.74930818815622	-3.87471998465922	-3.52309986459746	-4.15193544673681	-4.54184313185764	-3.96583149746617
M00305  PTS system, 2-O-A-mannosyl-D-glycerate-specific II component	-3.34059108906891	-2.96330199269743	-4.41289284168152	-5.64273795155463	-3.33566865861262	-2.64061844422321	-4.06639133582443	-4.26535184135561	-5.34499979214725	-5.74583674872491	-4.2592096131598	-4.50486536120663	-4.21135377331934	-2.95407296757219	-3.85103373008192	-5.00105317102739	-6.22890868799261	-4.612394698737	-4.53675712940066	-5.45564777821005	-3.76183455905348	-4.68109894771503	-3.5885759242335	-3.2338050688571	-0.871458127696443	-5.47784914192191	-4.7674051334365	-5.49521967155491	-4.43758636039303	-5.56765135157372	-5.6520895891452	-4.81334313410846
M00306  PTS system, fructose-specific II-like component	-7.21636990124671	-4.96003190233335	-4.04585276936629	-5.71432544809494	-5.12944272969037	-4.41831904223447	-5.3692760391823	-6.18626526275945	-5.3259430076862	-5.30694062595606	-6.95213897245771	-6.3630929143083	-5.22462641535701	-5.52917530766377	-3.53014074451103	-6.54034584781779	-5.25811585587811	-4.62019660649701	-4.12431594523752	-5.67078722642726	-5.88741970937342	-5.67909208900029	-4.8745104442431	-2.92154894602775	-3.89669694272862	-5.75474094039865	-5.35738602090166	-6.8178566054226	-5.30854247199902	-6.64598463567737	-5.72238773484773	-2.98257286801344
M00307  Pyruvate oxidation, pyruvate => acetyl-CoA	2.04362068589037	1.9459829457604	1.90948470784363	1.92191015297749	0.979402958560377	1.61309309716132	2.03821515547276	2.27561539782682	2.24750312931073	2.16051563712155	2.61315215055873	2.46013822486525	1.8979771090071	3.11357728617412	2.38451836505249	2.50637884273279	1.47608526763872	2.59052502734098	2.07031502099141	1.54658215826474	1.84810285733618	1.56554971161367	3.09855369871039	2.81283846872608	2.56371239160516	0.560937493799529	1.81617472909484	2.04318726390695	2.66687224205614	0.692807254657526	2.59102319888023	2.20641193315092
M00308  Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glyceraldehyde-3P + pyruvate	2.65406245574234	2.41689951169151	2.76538156745542	2.14227907836836	2.16742677775942	2.59525363516462	2.58879666511444	2.69846859741624	3.68390138880134	2.89224796149588	2.65986435846855	2.21358525526961	1.88718906702618	2.58662477095031	2.06578454925169	3.46001307572517	3.97106457802353	2.9625618449844	2.25412801885667	3.48153197114169	2.50398865469304	2.06292905986475	2.12056602110434	2.14186826088115	2.34286765567919	3.54482662192517	2.54732693059333	2.59692514754109	2.69332946468048	3.39393121356934	1.99030813263343	3.10370891691433
M00310  Pyruvate:ferredoxin oxidoreductase	1.77430442892072	1.77664230914648	1.43887842733996	0.506588927538321	1.21581392800058	1.29711432330497	1.92035898570821	1.35324645289305	0.170765747257209	1.81660575732923	1.38471457298394	0.0499520590866111	1.06804779736104	1.81715124865976	0.551924592636845	0.491234845176305	1.48378399741383	1.2560699674762	0.884709623892302	0.521921815111167	1.67079436228856	1.00466261153957	0.625131632254979	0.499375616263945	0.807001856177276	0.804095087160926	1.1460862349164	0.939291173117183	0.899336776805768	0.739068897935165	1.79840771721557	1.78693388899416
M00311  2-oxoglutarate:ferredoxin oxidoreductase	2.97885850385934	3.18524198668354	3.7742867027292	3.69549559009917	3.75341477229678	3.39136323239509	3.11212435463621	3.25268120011776	3.56519955933764	3.61350811289626	3.54995289121997	4.29482312705627	2.79552466133613	3.76712392718941	2.68245402019723	3.90969909863464	3.300416697669	3.53202772877409	4.06627171167562	3.91965765940935	3.39332738405209	3.57930483952878	3.32062499327726	3.52735970812716	1.61653229284497	4.20525381119087	3.54411257113821	3.89976220321232	3.0545600598453	3.57473616371138	3.33712797728856	4.46983873490835
M00314  Bacitracin transport system	1.41697645990426	1.57725649112257	1.02368882721329	1.42523009991818	2.21206755050424	1.83913535053662	1.19189612510818	1.25666124594098	1.61204399678777	1.3133294755948	2.37224922327614	2.09860682271376	1.53735706756472	1.35762168463706	2.15296482009703	1.86401033366263	1.25397387027839	1.72085794085223	1.43031485901179	1.32326161030689	1.08340501396341	1.21922964187131	2.28519176591288	2.30830283985531	2.66184617979179	2.68843330751575	1.21329785389593	1.32881573088352	2.70708700096001	1.82826139812145	0.915883292297278	-0.0646409162191935
M00315  Uncharacterized ABC transport system	0.890632366322569	0.953024727500952	1.19591426671778	-0.379667718864539	1.41683378505634	0.803354451086857	0.564683628785849	0.660427755979474	-0.0671928422408397	1.10953123975504	0.998435290374802	0.553414044677391	0.252899264595518	1.66712304080582	0.374412222534851	1.53719719942409	0.0345860825532444	0.394229801655566	-0.32819890080102	-0.447821099748425	0.517149345423033	0.979639836112652	1.67344192064838	0.216952675872772	1.27473740451701	0.402303073629599	0.64302137418125	-0.360858713485342	0.504642503180694	-0.233002038162561	-0.447361869833685	-0.725978074792206
M00316  Manganese transport system	-0.483021800787696	-4.85103220648045	-3.7587461396183	-5.42763448814309	-3.5486961017144	-0.492272916698415	-2.4770494391607	-0.50823386347162	0.259842744217472	-0.320093197722274	0.587664386036655	0.801194349718884	-0.981382327260949	-2.54081914243047	-1.12704023408798	1.15326666420421	-4.18213212592437	0.0048032915170696	0.204433302965277	-0.528394235188942	-0.805839265212117	-0.360773025862898	0.641563619764155	0.302316586617545	-2.70661494755398	-3.86045396562276	-3.19595073170172	0.964062492398883	0.0441874183021853	-0.710416032307451	-0.888995707379836	-3.76725907192878
M00318  Iron/zinc/copper transport system	-2.26398541683184	-3.14518017008546	-2.9485667490022	-2.21992376917164	-1.39034035532603	-1.06827297102237	-1.01000962693584	-0.279224878681911	0.77578018024509	-2.81082824669788	-2.41844677620808	-2.97376332737213	-2.72069809569906	-4.26192003980542	-4.11263978991563	0.433709175148401	0.347743042663433	-0.821779451789615	0.00109808373539026	0.511136611490185	-3.20620693452858	-5.19705843239019	-0.930521346884914	-2.61701607960766	-1.0515331852174	-2.76959100469287	-3.04311981633275	-0.595273272224936	-0.466059678939225	-2.10015357594014	-1.83024778339691	-3.31171474289969
M00319  Manganese/zinc/iron transport system	-8.7200332758768	-7.73036020375395	-7.25285502276595	-8.07687080633436	-6.67830855808245	-7.76137292454372	-7.12349914068182	-9.67797845536587	-6.83020734049233	-7.53793569989321	-7.77812791276131	-7.38077232133782	-4.71980788889239	-3.35321044136223	-4.98806543590358	-7.02694573907854	-5.02487492866908	-6.08472683045977	-8.59907203913338	-8.62390756589497	-5.72536069248255	-8.7537703388506	-8.3685217200778	-7.93531640636713	-5.17256705689322	-4.59693030060385	-8.21899751548534	-8.07064607924493	-5.19674584009285	-2.71844470636385	-8.71583907278533	-10.6517934466356
M00320  Lipopolysaccharide export system	1.56797427142914	2.33109502836663	1.44274734830715	1.56094726339344	2.2492178730081	1.83646987680002	2.54400857541234	1.74600834591033	2.35724574517851	2.59536504091761	2.59463483343544	2.22421228461636	2.27040203287655	1.8928905972699	1.38920837288542	2.87232962136523	2.44924487208007	2.8974206952509	2.42741068230274	1.83926111564935	2.42793454295702	2.16309043305312	1.86607797755124	1.71407456242972	2.11316515266241	2.06371682918302	2.43965567546974	3.02546563809086	2.728929832197	1.98700896175787	2.34143528320054	2.05270516383233
M00321  Bicarbonate transport system	-1.14441051224262	-1.20201921666662	-0.572158714907706	-0.617341561587059	-0.601316834636962	-2.38403960145469	-1.11507251294405	-0.988380976180826	-0.697631022758528	-0.790889997285009	-0.484355376240864	-1.75878013174819	-1.06627774794955	0.131650292082802	-0.66688671098016	-0.934272224584569	-1.22901676806595	-0.704656061707497	-0.8450517910496	-1.65411859682617	-0.627214169600994	-1.64251026519516	0.0670184159516664	-0.842541202847411	0.196279377661797	-1.95911081776893	-0.212038202977373	-0.741577722658309	0.245826927858903	-0.391509349127328	-0.596473080850433	-1.12088051259113
M00324  Dipeptide transport system	1.13947188803747	1.47048529155484	1.0131038892669	1.46830144833005	1.90640243721618	0.485586183284296	0.605375681559559	0.249233414088137	0.649914115291069	-0.173137754519493	0.384500952023501	0.330682810631101	1.93357967804173	2.23414754539943	0.607120171537518	-0.427539377302417	-1.07277929064997	-0.139141352499281	-0.755129350477036	0.0401254461519365	0.603084274161191	0.312387568401993	0.76837573661498	0.888554534431685	1.95664459408793	0.0187775807922668	0.451414686727532	0.0318253670375671	-0.0443373228370932	1.10529323650981	0.85081872832907	-0.480860165043201
M00325  alpha-Hemolysin/cyclolysin transport system	2.71211542762015	3.1850502719283	3.52279333309334	2.2133152094065	1.21932333809202	2.66233152363656	3.51141331400937	3.49737560473541	3.45617120821538	2.78683949222223	2.65316102799589	2.71707949160511	2.96548525142032	3.17293401910198	3.04430075920184	3.42436495623262	3.88205193968336	3.48611660810474	3.21846614645809	2.34463641671524	3.40642741041607	3.78597354657032	2.57720207094397	2.66918861429451	0.179175833380017	1.99328873637481	2.77375002350994	3.39396005330677	3.73698368604895	0.522729924974133	3.10284778984104	4.3307348183715
M00326  RTX toxin transport system	3.56733679966421	3.37058794685658	2.75356909090132	2.44535889267001	1.21909825386319	2.42880907466799	2.86490108038842	2.93295652813891	3.3140546771735	3.57606670970468	2.79768372992652	3.44555647494209	2.12668193249457	2.57131580383342	3.66540534692436	3.68047349059637	3.61054743049274	2.96789838849613	3.5593658296189	3.05548345044277	3.84421797187781	3.68607157784741	2.97809624974642	2.79807261048212	0.990516721595758	1.2784059445256	2.75080268546349	3.59332296866832	3.52914778479531	-0.128973406130318	2.70116933489838	4.71409036445421
M00329  Multiple protein transport system	-11.188118627376	-11.3293639528037	-9.69787530056107	-10.453573170134	-10.0304425429081	-9.23397309719433	-10.3029062302955	-10.725258355829	-10.877977291612	-8.46872889478997	-11.1275406467045	-9.71134510381883	-9.83217207381588	-10.2033777302847	-8.39631618367786	-9.43281511098629	-11.2316562592721	-9.00486488897454	-6.78987500352242	-10.1934043780242	-10.9276911353974	-10.4626960528565	-9.00739602759676	-8.76459743987661	-9.92021682336832	-6.91234175197482	-11.0483387445325	-11.3215407963991	-10.7682525340471	-9.75452693044178	-11.4042883070686	-9.60594044222017
M00331  Type II general secretion system	0.347899309963567	1.19449285744897	0.974259164487698	1.29711496452841	0.876216831863692	1.56586875515661	0.535239406422743	1.62537900056469	1.39929701066229	0.988459401093127	1.85086572742556	1.6920472333061	0.40379240094277	1.28262808229153	0.346309434480867	1.18964161640841	1.09036727750821	2.10849808392304	2.84963766560618	0.307351207798849	0.68511378093359	0.530098138959903	1.35756609664609	0.917027392093559	1.63184360561915	1.77472848799283	1.5025989330956	1.42364429840192	1.81201989580738	0.901156096980058	-0.572062537014274	0.871673208908197
M00332  Type III secretion system	-0.840150359976532	-0.677594391138083	0.0050138032544913	-0.0256520900803931	-0.944313930702177	-1.3064637891389	-0.497671708183571	-0.68262546496555	-2.21932034002645	-0.708301005085227	-3.29034361164664	-2.72499185283958	-2.57900315538731	0.560403004364284	-2.29471680529485	-2.39165891170117	-1.27395583185644	-1.54896326804904	-2.6334729969227	-1.99654698749012	-1.68283748788465	-1.18665405023653	0.445419344702035	-1.33488121310478	-1.83915361092172	-3.91131981154112	-1.63209754863374	-2.03247189670249	-2.95326573089289	-3.55110978890635	-2.26698891595102	-1.08672472232593
M00333  Type IV secretion system	3.79657517726999	3.96413754947384	5.0310467059494	2.68781673934073	4.13961980821513	4.46749646302262	5.73142311122354	3.85622720917326	3.47913640562079	3.58061189832417	3.95762850143655	5.24691005230082	3.55793765925462	4.88057620763452	4.58169019720452	5.32551026291672	4.90691012967152	4.13505102698673	4.19118448767713	3.84946970133447	4.94749338039525	4.40453832492964	3.90262007192596	4.45919496519809	3.55223696828228	3.66341329300368	4.35460323004359	5.29321164043153	4.83629884516919	3.07979782360548	3.8259614308587	4.09516561296526
M00334  Type VI secretion system	-2.66403297155374	-2.07347040342808	-0.547518135041591	-2.02899959572121	-1.824000908983	-0.153063729767501	-2.02899093622196	0.904745290130383	-1.89778151437441	-2.02717437513384	-4.13441353192971	-2.36492227399344	-2.28891143692796	-4.48451737569724	-0.234507305158899	-0.888249749738733	-2.84804646485978	0.772608293734284	-1.40416521766917	-0.539441932216302	-3.37281613810507	-2.6087291444106	-0.641345707020704	-1.2251604715999	-0.838851127687797	-2.89840120062417	-1.56235168069125	-2.44096685744024	-5.0143208059432	-1.69233149591067	-2.28222510997211	-0.431307189713305
M00335  Sec (secretion) system	3.50827987888523	3.38462462419512	3.57756862130174	2.76457466529917	3.67862440357721	2.73337009544866	3.57387265044801	3.1437489108204	3.8068051523075	3.68645550734211	3.90052233353623	3.61758058160897	3.65277345687283	3.90146715760557	2.81597860088991	3.19133878536532	3.93877766127703	3.74118958456973	3.94087689223052	4.0885774692086	2.98061215467949	3.53888883634602	3.87144837180389	4.19214254646425	3.01095574876732	4.2134690482317	3.09311510386822	3.51488210190858	3.46665443428307	3.63948468696945	3.56219338263914	4.19065315469586
M00336  Twin-arginine translocation (Tat) system	1.54528423074379	2.06703136380318	0.720171525663057	1.15736080637849	1.02369239682272	1.55758819982318	1.08397498007343	1.46838823916287	2.19278670608691	2.00490834762749	1.35275231521298	2.23648791742542	0.890257609548753	1.36078529762978	1.0806241811543	2.40806721437344	2.06070075095634	2.32418084401035	1.43942169400794	1.0248025150709	1.25675757714631	0.339595186854967	1.17012625177012	1.47210488960067	1.28670429000932	-0.410729350326631	1.34475645494957	1.82069765673415	1.80731171423835	0.572784743671872	1.29263435898329	1.28731885894771
M00338  Cysteine biosynthesis, homocysteine + serine => cysteine	-4.61701436862067	-7.13191728763358	-6.59746154021324	-5.52719277281541	-5.50202119789314	-5.69298722024937	-8.37850932590066	-8.33572527591278	-8.09428988189117	-10.5938100248369	-9.51827911562179	-3.79868838370455	-2.12615376363335	-7.18364107991982	-11.8064739333509	-5.52176203729309	-11.0014737947135	-7.97636403363162	-7.77222748108682	-4.07165810044104	-7.55004566175176	-2.88250044052393	-11.6428836379735	-8.18663325494894	-1.70768059750598	-9.17095855234422	-9.68393508172273	-5.05446399471306	-5.01513126170119	-0.862681539417503	-8.02892548616231	-7.38542455568933
M00339  RaxAB-RaxC type I secretion system	2.51935019689645	2.92346280082768	3.57778026056117	3.19209045243911	2.00057545624618	2.87943762271727	3.01764975698895	2.71322174292802	2.49077641267271	3.65614477531803	2.69642320474458	3.5165418079088	2.79965314406232	3.23576834094187	2.97678734694755	3.06769723072678	3.26428479870176	3.23736662172114	3.51300175640092	3.06241469556215	3.71784634447585	3.55852275878954	2.57227492814016	2.80069316114733	1.19685537466448	2.18460422878928	2.82179405128228	3.59025840235773	2.78644887170586	0.626109987576072	2.82882028895005	4.4802352579556
M00342  Bacterial proteasome	-1.75293836770592	-1.85144357775238	-5.65014691906685	-1.61772137471541	-1.05763552256295	-1.6519673957003	-4.30847226300911	-1.20640824223364	-3.15109334407609	-4.97499160608801	-4.3062098647742	-0.908165089479777	-0.454358505382959	-3.08843839744262	-1.65055048488351	-2.15494590881464	-6.30283270882588	-4.53422209535906	-1.19495372893672	-1.87137523441361	-3.09663793845597	-0.725768757260678	-2.11861950986826	-2.74873269678891	-0.179127121200819	-6.31032049562108	-3.23427366943053	-2.87429106848677	-3.11941498282206	0.870053313328615	-6.86829001258177	-5.49122990843022
M00344  Formaldehyde assimilation, xylulose monophosphate pathway	2.40538147463141	2.37538924337018	2.31909649430934	1.21875059882716	2.80970100000052	2.30209314914325	2.63433509554373	2.38386536567754	2.22086073082452	2.21436014418909	3.45102121837069	3.30583684763586	2.28472483935111	2.06288558410793	2.31833881127461	2.98756154662163	2.66904807684667	2.65576097067921	2.41782887935458	3.13786779406651	2.80376978150306	3.093991940946	1.86912060000315	2.02969610875413	2.17342004686623	3.07098428276742	2.54918342454865	2.2196894859117	2.80046860359835	3.31555615058057	2.44024300010093	2.60817639293428
M00345  Formaldehyde assimilation, ribulose monophosphate  pathway	3.06662979006222	3.03353490195246	3.73535036792213	3.14837335527852	3.76624286536161	3.33109065348759	3.97069034751339	3.43039047863233	3.23256903985445	3.73757638560858	3.75853659187267	3.5146229662284	2.89629283071329	3.94142080637157	3.79298113681899	3.8281272651106	3.6272542140132	3.58372723818586	3.29935177352527	3.51708686094165	3.2718462021635	3.44345586484024	2.9214462363075	3.81390731317777	1.78732601134648	4.3485758861935	3.73116585067158	3.5316434098811	2.95997257037233	3.56163178544331	3.43812313110108	4.09524284617182
M00346  Formaldehyde assimilation, serine pathway	3.6898498119705	2.86463522788001	3.85705698804047	3.09169109202189	3.13734826589451	3.41897053239948	3.66924904295315	3.41719549382677	4.18009554568047	3.44185708864646	3.64510560027278	3.61355966462265	2.72302005848556	3.46990611372733	3.25389330412012	4.23564247345575	3.96186591900324	3.62326034582463	4.0764906125196	3.96173259133367	3.82213582868481	3.2408285861279	3.33377819599038	3.75970989729133	3.08985913810195	4.2146017118878	3.34366058263755	3.88538257521123	3.46617574595922	3.74202802778182	4.01069958557679	4.63080804780875
M00347  Methanogenesis, formate => methane	0.0633325606227775	1.81802754990854	0.759764832386586	-0.926511984110347	1.07595379041725	-0.35609994515063	-0.611409563438748	-0.616717449889637	-0.120292712107921	0.184599707490012	-0.277396171997207	0.227252385547909	0.206230239374223	0.841325944214454	-0.392542490076012	-1.19459701078701	-0.043298765390312	-0.93133645006377	-0.361488332009146	-0.135632010106196	0.351631053935648	-0.328170145886209	0.0321407390304597	0.564771069126462	1.77883603096739	-1.9297599670896	0.194900338095073	0.75843964916907	-1.89428209594675	-0.305541899009743	-1.16228087874187	-0.473068587217293
M00348  Glutathione transport system	1.26509312687831	1.3858538787879	1.6445385218336	1.4059819819209	2.36782969857854	0.864770278189175	1.3825047451547	1.06826878262888	1.36948602186337	1.51007341399615	1.8096023710012	1.07112359370239	2.90204628994472	2.41628546816139	1.4726961711572	0.897496460126811	1.18740956375426	1.11554922222105	0.276729539043255	0.547052096132753	1.67587881283737	1.52049836776554	1.5355748629448	0.925375877486459	1.15000226017358	1.05790354118268	3.30416317604391	2.99862487680288	0.38880481941697	2.46245599725624	1.677756117792	0.181371539894552
M00349  Microcin C transport system	-8.94755153118841	-9.19472045260609	-6.49918904657327	-6.59572319630456	-7.62076444888581	-5.70528796686512	-8.94569722630148	-8.15236374372949	-2.75318275990587	-5.56498739545206	-6.05004484806094	-8.6063680242604	-7.70128106708336	-9.68601380226637	-5.41715511487783	-2.03451032304772	-8.64419298269572	-0.988465418489745	-2.07191168719219	-6.24795058055944	-9.46979289574282	-7.36473581256131	-1.31912531825958	-5.78761101645577	-6.20121117533684	-7.63672735854515	-9.41030000286297	-3.06002903765009	-0.259672425976283	-3.3790377797733	-9.36517410282543	-3.97744281585175
M00357  Methanogenesis, acetate => methane	3.78189294838569	3.67567900120081	3.74730435673805	3.47143275097647	3.46769897883344	3.67101337835664	3.95124334897062	3.03755497234241	4.20384983974668	3.68419390476197	3.54330642359003	3.97888869666924	3.85687997214291	4.06867377015775	3.01021481897047	3.6621511308683	3.92977623479405	3.57139656374449	3.30590793940343	4.52945809536679	4.2130867942874	3.63577654824517	3.02498843217985	3.74097553162478	2.83700597040046	4.29684739964841	3.32086196376134	3.59877072463774	3.34012746293285	4.2203208456003	3.55201292268013	4.0227321167005
M00358  Coenzyme M biosynthesis	-7.27396096381924	-6.30115273417195	-4.90045483594335	-8.20532141381709	-7.53496671610256	-8.64768194443815	-4.54774710770408	-7.06098328216524	-7.31741555206943	-6.45585059009025	-6.6836356322992	-8.02059064017736	-7.19787822950003	-5.92151126211536	-4.92847250783587	-6.40578917868198	-7.13743260432664	-6.34472399924037	-6.42893025473179	-7.64005954525423	-7.64702993783881	-6.19551187581225	-4.83176307580019	-4.43435434728263	-6.86707420181387	-7.00612014319471	-6.50745183799933	-6.61521680349751	-7.03241016511344	-7.68723136244799	-5.81521658843621	-6.71917681402833
M00360  Aminoacyl-tRNA biosynthesis, prokaryotes	6.63177973285994	5.61396894284535	5.93720112928703	5.42057318755814	5.90799418844724	5.39218837855846	5.69084205277983	5.73773749992185	6.6802595243143	6.38617510424872	6.03711322835795	6.43427419748081	4.98396101298971	5.72697838586886	5.88330668264557	6.00938742906123	6.35821009861348	5.88892167258727	6.21828780046134	6.71930655086228	6.30437572004648	6.17354221405107	5.95941617779682	5.96380195727432	3.95538802992762	7.10913856291346	6.1164590955031	6.40189938144014	5.86923318677773	6.63032056057516	5.69232042709348	6.928271437648
